timestamp;ORCHIDS;TRANSPORT_FEES;EXPORT_TARIFF;IMPORT_TARIFF;SUNLIGHT;HUMIDITY;DAY
8600;1198.25;1.4;9.5;-2.2;2472.1287;79.42085;-1
8700;1197.75;1.4;9.5;-2.2;2472.0552;79.42654;-1
8800;1196.75;1.4;9.5;-2.2;2471.987;79.432236;-1
8900;1197.0;1.4;9.5;-2.2;2471.9243;79.43796;-1
9000;1197.0;1.4;9.5;-2.2;2471.8672;79.443695;-1
9100;1196.75;1.4;9.5;-2.2;2471.8154;79.44945;-1
9200;1197.0;1.4;9.5;-2.2;2471.7693;79.455215;-1
9300;1197.75;1.4;9.5;-2.2;2471.7285;79.461006;-1
9400;1197.75;1.4;9.5;-2.2;2471.6929;79.46681;-1
9500;1197.5;1.4;9.5;-2.2;2471.663;79.47263;-1
9600;1195.75;1.4;9.5;-2.2;2471.6384;79.47848;-1
9700;1197.25;1.4;9.5;-2.2;2471.6191;79.48434;-1
9800;1197.75;1.4;9.5;-2.2;2471.6055;79.49021;-1
9900;1197.25;1.4;9.5;-2.2;2471.597;79.4961;-1
10000;1198.75;1.4;9.5;-2.2;2471.594;79.502014;-1
10100;1198.25;1.4;9.5;-2.2;2471.5962;79.50794;-1
10200;1198.5;1.4;9.5;-2.2;2471.604;79.513885;-1
10300;1199.75;1.3;9.5;-2.2;2471.617;79.519844;-1
10400;1200.75;1.3;9.5;-2.2;2471.6353;79.525826;-1
10500;1201.25;1.3;9.5;-2.2;2471.659;79.53182;-1
10600;1200.25;1.3;9.5;-2.2;2471.6877;79.537834;-1
10700;1200.75;1.3;9.5;-2.2;2471.7222;79.54386;-1
10800;1202.25;1.3;9.5;-2.2;2471.7617;79.54991;-1
10900;1201.25;1.3;9.5;-2.2;2471.8066;79.55597;-1
11000;1202.75;1.3;9.5;-2.2;2471.8567;79.56206;-1
11100;1203.75;1.3;9.5;-2.2;2471.912;79.56815;-1
11200;1203.75;1.3;9.5;-2.2;2471.9727;79.574265;-1
11300;1203.75;1.3;9.5;-2.2;2472.0386;79.5804;-1
11400;1204.75;1.3;9.5;-2.2;2472.1099;79.58655;-1
11500;1204.25;1.3;9.5;-2.2;2472.186;79.59271;-1
11600;1204.75;1.3;9.5;-2.2;2472.2676;79.59889;-1
11700;1204.25;1.3;9.5;-2.2;2472.3545;79.605095;-1
11800;1204.75;1.3;9.5;-2.2;2472.4465;79.611305;-1
11900;1205.75;1.3;9.5;-2.2;2472.5437;79.61754;-1
12000;1205.25;1.3;9.5;-2.2;2472.646;79.623795;-1
12100;1205.75;1.3;9.5;-2.2;2472.7537;79.63006;-1
12200;1205.75;1.3;9.5;-2.2;2472.8662;79.63634;-1
12300;1208.25;1.3;9.5;-2.2;2472.9841;79.64264;-1
12400;1209.25;1.3;9.5;-2.2;2473.1072;79.64896;-1
12500;1209.25;1.3;9.5;-2.2;2473.2354;79.65529;-1
12600;1210.25;1.3;9.5;-2.2;2473.3687;79.66164;-1
12700;1211.25;1.3;9.5;-2.2;2473.5068;79.66801;-1
12800;1212.75;1.3;9.5;-2.2;2473.6504;79.674385;-1
12900;1211.25;1.3;9.5;-2.2;2473.799;79.680786;-1
13000;1209.75;1.3;9.5;-2.2;2473.9526;79.6872;-1
13100;1209.75;1.3;9.5;-2.2;2474.1113;79.693634;-1
13200;1210.75;1.3;9.5;-2.2;2474.2751;79.70008;-1
13300;1209.75;1.3;9.5;-2.2;2474.444;79.70655;-1
13400;1210.75;1.3;9.5;-2.2;2474.618;79.71303;-1
13500;1209.25;1.3;9.5;-2.2;2474.7969;79.71953;-1
13600;1209.0;1.3;9.5;-2.2;2474.981;79.72604;-1
13700;1209.0;1.3;9.5;-2.2;2475.17;79.732574;-1
13800;1209.0;1.3;9.5;-2.2;2475.364;79.73912;-1
13900;1209.0;1.3;9.5;-2.2;2475.563;79.74568;-1
14000;1209.25;1.3;9.5;-2.2;2475.767;79.752266;-1
14100;1208.25;1.3;9.5;-2.2;2475.976;79.75886;-1
14200;1206.75;1.3;9.5;-2.2;2476.1902;79.76547;-1
14300;1206.5;1.3;9.5;-2.2;2476.409;79.7721;-1
14400;1206.5;1.3;9.5;-2.2;2476.633;79.77875;-1
14500;1205.75;1.3;9.5;-2.2;2476.8618;79.78541;-1
14600;1205.25;1.3;9.5;-2.2;2477.0957;79.79208;-1
14700;1205.25;1.3;9.5;-2.2;2477.3342;79.798775;-1
14800;1205.25;1.3;9.5;-2.2;2477.578;79.80549;-1
14900;1205.25;1.3;9.5;-2.2;2477.8264;79.81221;-1
15000;1205.25;1.3;9.5;-2.2;2478.08;79.818954;-1
15100;1206.25;1.3;9.5;-2.2;2478.3384;79.825714;-1
15200;1207.25;1.3;9.5;-2.2;2478.6016;79.83249;-1
15300;1206.75;1.3;9.5;-2.2;2478.8696;79.83927;-1
15400;1208.25;1.3;9.5;-2.2;2479.1426;79.84608;-1
15500;1207.75;1.3;9.5;-2.2;2479.4204;79.852905;-1
15600;1208.75;1.3;9.5;-2.2;2479.7031;79.85974;-1
15700;1210.25;1.3;9.5;-2.2;2479.9905;79.86659;-1
15800;1211.75;1.3;9.5;-2.2;2480.283;79.87347;-1
15900;1212.25;1.3;9.5;-2.2;2480.58;79.88035;-1
16000;1214.25;1.3;9.5;-2.2;2480.8818;79.887245;-1
16100;1214.75;1.3;9.5;-2.2;2481.1887;79.894165;-1
16200;1215.75;1.3;9.5;-2.2;2481.5002;79.9011;-1
16300;1214.75;1.3;9.5;-2.2;2481.8164;79.90805;-1
16400;1215.25;1.3;9.5;-2.2;2482.1375;79.91501;-1
16500;1213.75;1.3;9.5;-2.2;2482.4634;79.92199;-1
16600;1211.25;1.3;9.5;-2.2;2482.794;79.928986;-1
16700;1212.25;1.3;9.5;-2.2;2483.1292;79.936;-1
16800;1213.25;1.3;9.5;-2.2;2483.4692;79.94302;-1
16900;1213.25;1.3;9.5;-2.2;2483.814;79.950066;-1
17000;1215.25;1.3;9.5;-2.2;2484.1636;79.95712;-1
17100;1215.0;1.3;9.5;-2.2;2484.5176;79.9642;-1
17200;1214.75;1.3;9.5;-2.2;2484.8765;79.97129;-1
17300;1213.75;1.3;9.5;-2.2;2485.24;79.97839;-1
17400;1215.25;1.3;9.5;-2.2;2485.6082;79.98551;-1
17500;1215.0;1.3;9.5;-2.2;2485.9812;79.99265;-1
17600;1215.75;1.3;9.5;-2.2;2486.3586;79.9998;-1
17700;1215.5;1.3;9.5;-2.2;2486.741;80.006966;-1
17800;1215.75;1.4;9.5;-2.2;2487.1277;80.01415;-1
17900;1214.75;1.4;9.5;-2.2;2487.5193;80.02135;-1
18000;1213.25;1.4;9.5;-2.2;2487.9153;80.028564;-1
18100;1211.75;1.4;9.5;-2.2;2488.316;80.03579;-1
18200;1211.5;1.4;9.5;-2.2;2488.7212;80.04304;-1
18300;1211.5;1.4;9.5;-2.2;2489.131;80.05029;-1
18400;1212.25;1.4;9.5;-2.2;2489.5454;80.05756;-1
18500;1210.75;1.4;9.5;-2.2;2489.9646;80.06486;-1
18600;1210.75;1.4;9.5;-2.2;2490.3882;80.07216;-1
18700;1208.25;1.4;9.5;-2.2;2490.8162;80.07948;-1
18800;1208.5;1.4;9.5;-2.2;2491.249;80.086815;-1
18900;1209.75;1.4;9.5;-2.2;2491.686;80.09417;-1
19000;1210.25;1.4;9.5;-2.2;2492.128;80.10153;-1
19100;1210.25;1.4;9.5;-2.2;2492.5742;80.10892;-1
19200;1210.0;1.4;9.5;-2.2;2493.025;80.11631;-1
19300;1210.25;1.4;9.5;-2.2;2493.4802;80.12372;-1
19400;1211.25;1.4;9.5;-2.2;2493.94;80.13115;-1
19500;1210.25;1.4;9.5;-2.2;2494.404;80.13859;-1
19600;1211.25;1.4;9.5;-2.2;2494.8728;80.14604;-1
19700;1209.75;1.4;9.5;-2.2;2495.346;80.15352;-1
19800;1210.75;1.4;9.5;-2.2;2495.8235;80.161;-1
19900;1208.75;1.4;9.5;-2.2;2496.3054;80.1685;-1
20000;1207.25;1.4;9.5;-2.2;2496.792;80.17602;-1
20100;1208.25;1.4;9.5;-2.2;2497.2827;80.18355;-1
20200;1208.75;1.4;9.5;-2.2;2497.778;80.19109;-1
20300;1209.25;1.4;9.5;-2.2;2498.2778;80.198654;-1
20400;1208.25;1.4;9.5;-2.2;2498.7817;80.20623;-1
20500;1208.25;1.4;9.5;-2.2;2499.2903;80.21382;-1
20600;1208.0;1.4;9.5;-2.2;2499.8032;80.22143;-1
20700;1208.0;1.4;9.5;-2.2;2500.3203;80.22904;-1
20800;1208.25;1.5;9.5;-2.2;2500.8418;80.23668;-1
20900;1208.5;1.5;9.5;-2.2;2501.3677;80.24433;-1
21000;1208.5;1.5;9.5;-2.2;2501.898;80.25199;-1
21100;1208.5;1.5;9.5;-2.2;2502.4326;80.259674;-1
21200;1207.75;1.5;9.5;-2.2;2502.9714;80.267365;-1
21300;1207.75;1.5;9.5;-2.2;2503.5146;80.27507;-1
21400;1206.75;1.5;9.5;-2.2;2504.062;80.28279;-1
21500;1206.75;1.5;9.5;-2.2;2504.6138;80.290535;-1
21600;1204.75;1.5;9.5;-2.2;2505.17;80.29829;-1
21700;1206.75;1.5;9.5;-2.2;2505.7302;80.306046;-1
21800;1205.75;1.5;9.5;-2.2;2506.295;80.31383;-1
21900;1205.75;1.5;9.5;-2.2;2506.8635;80.321625;-1
22000;1205.5;1.5;9.5;-2.2;2507.4368;80.32944;-1
22100;1207.75;1.5;9.5;-2.2;2508.014;80.33726;-1
22200;1210.75;1.5;9.5;-2.2;2508.5955;80.34509;-1
22300;1210.25;1.5;9.5;-2.2;2509.1812;80.35295;-1
22400;1209.25;1.5;9.5;-2.2;2509.7712;80.36082;-1
22500;1208.75;1.5;9.5;-2.2;2510.3655;80.3687;-1
22600;1210.25;1.5;9.5;-2.2;2510.9636;80.376595;-1
22700;1208.25;1.6;9.5;-2.2;2511.5662;80.38451;-1
22800;1208.75;1.6;9.5;-2.2;2512.1729;80.392426;-1
22900;1207.75;1.6;9.5;-2.2;2512.7837;80.40037;-1
23000;1207.75;1.6;9.5;-2.2;2513.3987;80.40832;-1
23100;1206.75;1.6;9.5;-2.2;2514.0178;80.41628;-1
23200;1207.25;1.6;9.5;-2.2;2514.6409;80.42427;-1
23300;1208.75;1.6;9.5;-2.2;2515.2683;80.43227;-1
23400;1210.25;1.6;9.5;-2.2;2515.9;80.44027;-1
23500;1211.25;1.6;9.5;-2.2;2516.5354;80.448296;-1
23600;1210.25;1.6;9.5;-2.2;2517.175;80.45634;-1
23700;1211.25;1.6;9.5;-2.2;2517.8188;80.464386;-1
23800;1209.25;1.6;9.5;-2.2;2518.4666;80.47245;-1
23900;1209.0;1.6;9.5;-2.2;2519.1184;80.48053;-1
24000;1208.75;1.6;9.5;-2.2;2519.7744;80.488625;-1
24100;1208.5;1.6;9.5;-2.2;2520.4343;80.496735;-1
24200;1208.25;1.6;9.5;-2.2;2521.0984;80.50485;-1
24300;1208.75;1.6;9.5;-2.2;2521.7664;80.51299;-1
24400;1209.25;1.6;9.5;-2.2;2522.4385;80.52114;-1
24500;1208.75;1.7;9.5;-2.2;2523.1145;80.529305;-1
24600;1207.75;1.7;9.5;-2.2;2523.7947;80.53748;-1
24700;1208.0;1.7;9.5;-2.2;2524.4788;80.54567;-1
24800;1207.75;1.7;9.5;-2.2;2525.1667;80.55388;-1
24900;1208.25;1.7;9.5;-2.2;2525.8586;80.562096;-1
25000;1208.25;1.7;9.5;-2.2;2526.5547;80.57033;-1
25100;1208.25;1.7;9.5;-2.2;2527.2544;80.578575;-1
25200;1206.75;1.7;9.5;-2.2;2527.9583;80.58684;-1
25300;1205.75;1.7;9.5;-2.2;2528.666;80.59511;-1
25400;1205.75;1.7;9.5;-2.2;2529.378;80.6034;-1
25500;1205.75;1.7;9.5;-2.2;2530.0935;80.6117;-1
25600;1205.75;1.7;9.5;-2.2;2530.813;80.62001;-1
25700;1206.75;1.7;9.5;-2.2;2531.5364;80.62834;-1
25800;1205.75;1.7;9.5;-2.2;2532.2637;80.63669;-1
25900;1204.25;1.7;9.5;-2.2;2532.9949;80.64504;-1
26000;1203.75;1.7;9.5;-2.2;2533.7297;80.65341;-1
26100;1203.5;1.7;9.5;-2.2;2534.4688;80.66179;-1
26200;1203.75;1.7;9.5;-2.2;2535.2114;80.67019;-1
26300;1202.75;1.8;9.5;-2.2;2535.958;80.6786;-1
26400;1203.25;1.8;9.5;-2.2;2536.7085;80.68702;-1
26500;1203.75;1.8;9.5;-2.2;2537.4626;80.69546;-1
26600;1202.25;1.8;9.5;-2.2;2538.2207;80.70391;-1
26700;1202.75;1.8;9.5;-2.2;2538.9824;80.71237;-1
26800;1202.75;1.8;9.5;-2.2;2539.748;80.72085;-1
26900;1203.75;1.8;9.5;-2.2;2540.5176;80.72934;-1
27000;1203.75;1.8;9.5;-2.2;2541.2908;80.73784;-1
27100;1203.75;1.8;9.5;-2.2;2542.0676;80.74635;-1
27200;1204.0;1.8;9.5;-2.2;2542.8484;80.75489;-1
27300;1203.25;1.8;9.5;-2.2;2543.6328;80.76343;-1
27400;1203.75;1.8;9.5;-2.2;2544.421;80.77199;-1
27500;1204.25;1.8;9.5;-2.2;2545.2126;80.780556;-1
27600;1204.75;1.8;9.5;-2.2;2546.0083;80.78914;-1
27700;1203.25;1.8;9.5;-2.2;2546.8076;80.79774;-1
27800;1204.25;1.8;9.5;-2.2;2547.6106;80.80634;-1
27900;1205.25;1.8;9.5;-2.2;2548.4172;80.814964;-1
28000;1206.75;1.8;9.5;-2.2;2549.2278;80.8236;-1
28100;1205.25;1.8;9.5;-2.2;2550.0417;80.83225;-1
28200;1204.75;1.8;9.5;-2.2;2550.8594;80.84091;-1
28300;1204.25;1.8;9.5;-2.2;2551.681;80.84959;-1
28400;1201.75;1.9;9.5;-2.2;2552.5059;80.85827;-1
28500;1198.25;1.9;9.5;-2.2;2553.3345;80.866974;-1
28600;1197.75;1.9;9.5;-2.2;2554.1667;80.87569;-1
28700;1196.25;1.9;9.5;-2.2;2555.0024;80.884415;-1
28800;1196.25;1.9;9.5;-2.2;2555.842;80.89315;-1
28900;1197.75;1.9;9.5;-2.2;2556.685;80.9019;-1
29000;1196.25;1.9;9.5;-2.2;2557.5315;80.91067;-1
29100;1198.75;1.9;9.5;-2.2;2558.3818;80.91944;-1
29200;1200.25;1.9;9.5;-2.2;2559.2356;80.92824;-1
29300;1200.75;1.9;9.5;-2.2;2560.093;80.937035;-1
29400;1200.5;1.9;9.5;-2.2;2560.9539;80.945854;-1
29500;1200.75;1.9;9.5;-2.2;2561.818;80.95468;-1
29600;1201.25;1.9;9.5;-2.2;2562.686;80.963524;-1
29700;1202.25;1.9;9.5;-2.2;2563.5576;80.972374;-1
29800;1201.25;1.9;9.5;-2.2;2564.4326;80.98125;-1
29900;1202.25;1.9;9.5;-2.2;2565.311;80.99012;-1
30000;1200.75;1.9;9.5;-2.2;2566.1929;80.999016;-1
30100;1199.25;1.9;9.5;-2.2;2567.0784;81.00792;-1
30200;1198.75;1.9;9.5;-2.2;2567.9673;81.01684;-1
30300;1196.75;1.9;9.5;-2.2;2568.8596;81.025764;-1
30400;1197.75;1.9;9.5;-2.2;2569.7554;81.034706;-1
30500;1198.25;1.9;9.5;-2.2;2570.6548;81.04366;-1
30600;1198.25;1.9;9.5;-2.2;2571.5574;81.05263;-1
30700;1195.75;1.9;9.5;-2.2;2572.4634;81.06161;-1
30800;1197.25;1.9;9.5;-2.2;2573.373;81.0706;-1
30900;1195.75;1.9;9.5;-2.2;2574.286;81.079605;-1
31000;1194.75;1.9;9.5;-2.2;2575.2021;81.08862;-1
31100;1194.5;1.9;9.5;-2.2;2576.122;81.09766;-1
31200;1194.75;1.9;9.5;-2.2;2577.0452;81.1067;-1
31300;1193.75;1.9;9.5;-2.2;2577.9714;81.11575;-1
31400;1193.5;1.9;8.5;-2.2;2578.9014;81.12482;-1
31500;1193.75;1.9;8.5;-2.2;2579.8345;81.133896;-1
31600;1193.75;1.9;8.5;-2.2;2580.771;81.14298;-1
31700;1191.25;1.9;8.5;-2.2;2581.711;81.15209;-1
31800;1191.75;1.9;8.5;-2.2;2582.654;81.1612;-1
31900;1191.5;1.9;8.5;-2.2;2583.6003;81.170334;-1
32000;1190.25;1.9;8.5;-2.2;2584.5503;81.179474;-1
32100;1190.0;1.9;8.5;-2.2;2585.5032;81.18862;-1
32200;1188.75;1.9;8.5;-2.2;2586.4597;81.197784;-1
32300;1188.25;1.9;8.5;-2.2;2587.4192;81.20696;-1
32400;1187.25;1.9;8.5;-2.2;2588.382;81.21615;-1
32500;1187.75;1.9;8.5;-2.2;2589.3481;81.22535;-1
32600;1188.0;1.9;8.5;-2.2;2590.3176;81.234566;-1
32700;1189.25;1.9;8.5;-2.2;2591.2903;81.24379;-1
32800;1188.25;1.9;8.5;-2.2;2592.266;81.25302;-1
32900;1188.5;1.9;8.5;-2.2;2593.245;81.26227;-1
33000;1188.5;1.9;8.5;-2.2;2594.2273;81.27153;-1
33100;1188.5;1.9;8.5;-2.2;2595.213;81.2808;-1
33200;1187.75;1.9;8.5;-2.2;2596.2014;81.290085;-1
33300;1186.75;1.9;8.5;-2.2;2597.1934;81.299385;-1
33400;1187.25;1.9;8.5;-2.2;2598.1882;81.30869;-1
33500;1187.0;1.9;8.5;-2.2;2599.1865;81.31801;-1
33600;1187.75;1.9;8.5;-2.2;2600.1877;81.32734;-1
33700;1187.75;1.9;8.5;-2.2;2601.1921;81.336685;-1
33800;1187.25;1.9;8.5;-2.2;2602.1997;81.34604;-1
33900;1185.25;1.9;8.5;-2.2;2603.2104;81.3554;-1
34000;1186.25;1.9;8.5;-2.2;2604.2244;81.364784;-1
34100;1187.75;1.9;8.5;-2.2;2605.2412;81.37417;-1
34200;1188.25;1.9;8.5;-2.2;2606.2612;81.383575;-1
34300;1188.75;1.9;8.5;-2.2;2607.2844;81.39298;-1
34400;1189.0;1.9;8.5;-2.2;2608.3105;81.40241;-1
34500;1189.75;1.9;8.5;-2.2;2609.3398;81.41185;-1
34600;1188.75;1.9;8.5;-2.2;2610.372;81.421295;-1
34700;1188.5;1.9;8.5;-2.2;2611.4075;81.430756;-1
34800;1189.75;1.9;8.5;-2.2;2612.4458;81.44022;-1
34900;1190.25;1.9;8.5;-2.2;2613.4873;81.44971;-1
35000;1191.75;1.9;8.5;-2.2;2614.5317;81.4592;-1
35100;1192.25;1.9;8.5;-2.2;2615.579;81.468704;-1
35200;1193.75;1.9;8.5;-2.2;2616.6296;81.478226;-1
35300;1193.5;1.9;8.5;-2.2;2617.683;81.48775;-1
35400;1193.25;1.8;8.5;-2.2;2618.7395;81.49729;-1
35500;1195.25;1.8;8.5;-2.2;2619.7988;81.50684;-1
35600;1194.25;1.8;8.5;-2.2;2620.8613;81.5164;-1
35700;1194.75;1.8;8.5;-2.2;2621.9265;81.52598;-1
35800;1195.0;1.8;8.5;-2.2;2622.9949;81.53556;-1
35900;1196.75;1.8;8.5;-2.2;2624.0662;81.54516;-1
36000;1197.0;1.8;8.5;-2.2;2625.1401;81.55476;-1
36100;1197.0;1.8;8.5;-2.2;2626.2173;81.564384;-1
36200;1198.25;1.8;8.5;-2.2;2627.297;81.57401;-1
36300;1199.25;1.8;8.5;-2.2;2628.38;81.58366;-1
36400;1201.25;1.8;8.5;-2.2;2629.4658;81.59331;-1
36500;1200.75;1.8;8.5;-2.2;2630.5542;81.60297;-1
36600;1200.75;1.8;8.5;-2.2;2631.6458;81.61264;-1
36700;1200.25;1.8;8.5;-2.2;2632.7402;81.62233;-1
36800;1199.25;1.8;8.5;-2.2;2633.8374;81.63203;-1
36900;1200.25;1.8;8.5;-2.2;2634.9373;81.64173;-1
37000;1202.25;1.8;8.5;-2.2;2636.0403;81.65145;-1
37100;1202.25;1.8;8.5;-2.2;2637.1458;81.66118;-1
37200;1200.75;1.8;8.5;-2.2;2638.2544;81.67092;-1
37300;1199.75;1.8;8.5;-2.2;2639.3657;81.68067;-1
37400;1198.75;1.8;8.5;-2.2;2640.4797;81.69043;-1
37500;1200.25;1.8;8.5;-2.2;2641.5967;81.7002;-1
37600;1200.0;1.8;8.5;-2.2;2642.7163;81.70999;-1
37700;1199.25;1.8;8.5;-2.2;2643.8386;81.71979;-1
37800;1198.75;1.8;8.5;-2.2;2644.9639;81.72959;-1
37900;1197.75;1.8;8.5;-2.2;2646.0918;81.73941;-1
38000;1198.0;1.8;8.5;-2.2;2647.2224;81.74924;-1
38100;1196.25;1.8;8.5;-2.2;2648.3557;81.75907;-1
38200;1197.75;1.8;8.5;-2.2;2649.492;81.76892;-1
38300;1197.75;1.8;8.5;-2.2;2650.6306;81.77878;-1
38400;1197.75;1.8;8.5;-2.2;2651.7722;81.78865;-1
38500;1198.75;1.8;8.5;-2.2;2652.9165;81.79853;-1
38600;1198.5;1.7;8.5;-2.2;2654.0632;81.808426;-1
38700;1199.75;1.7;8.5;-2.2;2655.213;81.81833;-1
38800;1200.75;1.7;8.5;-2.2;2656.365;81.82824;-1
38900;1201.75;1.7;8.5;-2.2;2657.52;81.83816;-1
39000;1199.75;1.7;8.5;-2.2;2658.6775;81.8481;-1
39100;1200.25;1.7;8.5;-2.2;2659.8376;81.85804;-1
39200;1200.75;1.7;8.5;-2.2;2661.0005;81.868;-1
39300;1201.75;1.7;8.5;-2.2;2662.1658;81.87796;-1
39400;1201.25;1.7;8.5;-2.2;2663.3337;81.88794;-1
39500;1200.25;1.7;8.5;-2.2;2664.5044;81.89792;-1
39600;1200.75;1.7;8.5;-2.2;2665.6775;81.90792;-1
39700;1201.0;1.7;8.5;-2.2;2666.8533;81.91792;-1
39800;1201.0;1.7;8.5;-2.2;2668.0317;81.92794;-1
