timestamp;buyer;seller;symbol;currency;price;quantity
10600;;;AMETHYSTS;SEASHELLS;9998.0;1
10600;;;AMETHYSTS;SEASHELLS;9998.0;1
10700;;;STARFRUIT;SEASHELLS;5029.0;6
10800;;;AMETHYSTS;SEASHELLS;10002.0;1
10800;;;STARFRUIT;SEASHELLS;5029.0;1
11100;;;AMETHYSTS;SEASHELLS;9996.0;2
11300;;;STARFRUIT;SEASHELLS;5034.0;6
11400;;;AMETHYSTS;SEASHELLS;9998.0;1
12000;;;STARFRUIT;SEASHELLS;5032.0;15
12100;;;STARFRUIT;SEASHELLS;5026.0;2
12100;;;AMETHYSTS;SEASHELLS;10002.0;1
12300;;;AMETHYSTS;SEASHELLS;10002.0;1
12500;;;AMETHYSTS;SEASHELLS;10002.0;5
13300;;;STARFRUIT;SEASHELLS;5034.0;1
13600;;;STARFRUIT;SEASHELLS;5033.0;5
13700;;;AMETHYSTS;SEASHELLS;9998.0;1
14000;;;STARFRUIT;SEASHELLS;5035.0;1
14000;;;AMETHYSTS;SEASHELLS;9996.0;1
14300;;;STARFRUIT;SEASHELLS;5029.0;1
14500;;;STARFRUIT;SEASHELLS;5029.0;1
14500;;;STARFRUIT;SEASHELLS;5032.0;2
14800;;;STARFRUIT;SEASHELLS;5029.0;1
15000;;;STARFRUIT;SEASHELLS;5029.0;1
15100;;;STARFRUIT;SEASHELLS;5033.0;1
15100;;;AMETHYSTS;SEASHELLS;10002.0;1
15200;;;STARFRUIT;SEASHELLS;5029.0;7
15400;;;AMETHYSTS;SEASHELLS;10002.0;1
15400;;;STARFRUIT;SEASHELLS;5033.0;1
15500;;;STARFRUIT;SEASHELLS;5028.0;4
15500;;;STARFRUIT;SEASHELLS;5033.0;1
15800;;;STARFRUIT;SEASHELLS;5028.0;11
15800;;;AMETHYSTS;SEASHELLS;9998.0;4
16200;;;STARFRUIT;SEASHELLS;5033.0;1
16700;;;STARFRUIT;SEASHELLS;5028.0;1
16800;;;STARFRUIT;SEASHELLS;5035.0;2
16800;;;AMETHYSTS;SEASHELLS;10002.0;2
17100;;;STARFRUIT;SEASHELLS;5028.0;1
17300;;;AMETHYSTS;SEASHELLS;9998.0;1
18000;;;STARFRUIT;SEASHELLS;5030.0;5
18200;;;STARFRUIT;SEASHELLS;5033.0;1
18600;;;AMETHYSTS;SEASHELLS;10002.0;1
18700;;;STARFRUIT;SEASHELLS;5033.0;3
18700;;;STARFRUIT;SEASHELLS;5033.0;5
18700;;;STARFRUIT;SEASHELLS;5033.0;12
18900;;;STARFRUIT;SEASHELLS;5036.0;2
18900;;;AMETHYSTS;SEASHELLS;10004.0;1
19000;;;STARFRUIT;SEASHELLS;5034.0;2
19000;;;STARFRUIT;SEASHELLS;5030.0;1
20100;;;STARFRUIT;SEASHELLS;5039.0;10
20100;;;AMETHYSTS;SEASHELLS;9998.0;1
20100;;;STARFRUIT;SEASHELLS;5039.0;2
20500;;;STARFRUIT;SEASHELLS;5037.0;10
20600;;;STARFRUIT;SEASHELLS;5040.0;1
20600;;;AMETHYSTS;SEASHELLS;10004.0;1
20800;;;STARFRUIT;SEASHELLS;5039.0;1
20900;;;AMETHYSTS;SEASHELLS;10004.0;1
21100;;;STARFRUIT;SEASHELLS;5034.0;2
21100;;;AMETHYSTS;SEASHELLS;9998.0;1
21100;;;AMETHYSTS;SEASHELLS;9998.0;1
21600;;;AMETHYSTS;SEASHELLS;10002.0;1
21600;;;STARFRUIT;SEASHELLS;5035.0;1
21900;;;AMETHYSTS;SEASHELLS;9996.0;1
21900;;;STARFRUIT;SEASHELLS;5036.0;1
22000;;;STARFRUIT;SEASHELLS;5038.0;2
22000;;;AMETHYSTS;SEASHELLS;10000.0;2
22000;;;STARFRUIT;SEASHELLS;5036.0;1
22100;;;AMETHYSTS;SEASHELLS;9996.0;1
22100;;;STARFRUIT;SEASHELLS;5035.0;1
22400;;;AMETHYSTS;SEASHELLS;10002.0;2
22400;;;AMETHYSTS;SEASHELLS;10002.0;1
22500;;;AMETHYSTS;SEASHELLS;10002.0;6
22700;;;STARFRUIT;SEASHELLS;5043.0;9
23200;;;AMETHYSTS;SEASHELLS;9998.0;1
23300;;;STARFRUIT;SEASHELLS;5041.0;2
23700;;;STARFRUIT;SEASHELLS;5044.0;5
23900;;;STARFRUIT;SEASHELLS;5042.0;1
24200;;;AMETHYSTS;SEASHELLS;9998.0;1
24300;;;AMETHYSTS;SEASHELLS;10002.0;1
24300;;;AMETHYSTS;SEASHELLS;10002.0;5
24500;;;AMETHYSTS;SEASHELLS;9998.0;1
24500;;;AMETHYSTS;SEASHELLS;9998.0;1
24500;;;STARFRUIT;SEASHELLS;5037.0;1
24700;;;AMETHYSTS;SEASHELLS;10004.0;1
24700;;;STARFRUIT;SEASHELLS;5044.0;1
25100;;;STARFRUIT;SEASHELLS;5043.0;2
25100;;;AMETHYSTS;SEASHELLS;10005.0;2
25300;;;AMETHYSTS;SEASHELLS;9996.0;1
25300;;;STARFRUIT;SEASHELLS;5036.0;1
25400;;;STARFRUIT;SEASHELLS;5042.0;1
25400;;;AMETHYSTS;SEASHELLS;10004.0;1
26500;;;STARFRUIT;SEASHELLS;5043.0;1
26500;;;AMETHYSTS;SEASHELLS;10002.0;2
26500;;;STARFRUIT;SEASHELLS;5044.0;1
26500;;;STARFRUIT;SEASHELLS;5044.0;1
26600;;;AMETHYSTS;SEASHELLS;10002.0;3
26700;;;STARFRUIT;SEASHELLS;5041.0;2
26900;;;AMETHYSTS;SEASHELLS;9998.0;1
27400;;;AMETHYSTS;SEASHELLS;10004.0;1
27600;;;AMETHYSTS;SEASHELLS;9998.0;1
27700;;;STARFRUIT;SEASHELLS;5042.0;3
27700;;;AMETHYSTS;SEASHELLS;9996.0;2
27700;;;AMETHYSTS;SEASHELLS;9996.0;4
27900;;;AMETHYSTS;SEASHELLS;9998.0;4
28000;;;AMETHYSTS;SEASHELLS;10002.0;1
28000;;;STARFRUIT;SEASHELLS;5045.0;1
28100;;;STARFRUIT;SEASHELLS;5040.0;2
28100;;;AMETHYSTS;SEASHELLS;9995.0;1
28100;;;STARFRUIT;SEASHELLS;5039.0;1
28100;;;STARFRUIT;SEASHELLS;5040.0;1
28600;;;STARFRUIT;SEASHELLS;5039.0;1
28700;;;AMETHYSTS;SEASHELLS;9996.0;1
28700;;;AMETHYSTS;SEASHELLS;9996.0;7
29000;;;STARFRUIT;SEASHELLS;5046.0;1
29000;;;AMETHYSTS;SEASHELLS;10005.0;1
29200;;;AMETHYSTS;SEASHELLS;10002.0;1
29200;;;AMETHYSTS;SEASHELLS;10002.0;1
29300;;;STARFRUIT;SEASHELLS;5040.0;1
29900;;;STARFRUIT;SEASHELLS;5043.0;6
29900;;;AMETHYSTS;SEASHELLS;10002.0;4
30000;;;STARFRUIT;SEASHELLS;5046.0;1
30100;;;STARFRUIT;SEASHELLS;5045.0;5
30700;;;STARFRUIT;SEASHELLS;5040.0;1
31200;;;STARFRUIT;SEASHELLS;5038.0;1
31500;;;STARFRUIT;SEASHELLS;5038.0;1
31700;;;AMETHYSTS;SEASHELLS;9998.0;1
31700;;;AMETHYSTS;SEASHELLS;9998.0;3
31700;;;STARFRUIT;SEASHELLS;5045.0;1
32000;;;AMETHYSTS;SEASHELLS;10002.0;1
32200;;;STARFRUIT;SEASHELLS;5043.0;1
32300;;;AMETHYSTS;SEASHELLS;10002.0;1
32700;;;AMETHYSTS;SEASHELLS;10002.0;1
32800;;;STARFRUIT;SEASHELLS;5039.0;5
33600;;;STARFRUIT;SEASHELLS;5037.0;1
33700;;;AMETHYSTS;SEASHELLS;9998.0;1
33800;;;AMETHYSTS;SEASHELLS;10002.0;1
33900;;;AMETHYSTS;SEASHELLS;10005.0;2
33900;;;STARFRUIT;SEASHELLS;5042.0;2
34200;;;STARFRUIT;SEASHELLS;5037.0;1
34200;;;AMETHYSTS;SEASHELLS;9995.0;2
34200;;;AMETHYSTS;SEASHELLS;9996.0;1
34200;;;STARFRUIT;SEASHELLS;5037.0;1
34200;;;AMETHYSTS;SEASHELLS;9996.0;2
34300;;;STARFRUIT;SEASHELLS;5036.0;1
34300;;;STARFRUIT;SEASHELLS;5036.0;10
34400;;;STARFRUIT;SEASHELLS;5037.0;1
34700;;;AMETHYSTS;SEASHELLS;9998.0;5
34800;;;AMETHYSTS;SEASHELLS;10002.0;1
34900;;;STARFRUIT;SEASHELLS;5037.0;1
35200;;;STARFRUIT;SEASHELLS;5037.0;1
35500;;;STARFRUIT;SEASHELLS;5037.0;1
35600;;;STARFRUIT;SEASHELLS;5038.0;1
35700;;;AMETHYSTS;SEASHELLS;10002.0;1
35700;;;AMETHYSTS;SEASHELLS;10002.0;1
35900;;;STARFRUIT;SEASHELLS;5041.0;1
36000;;;AMETHYSTS;SEASHELLS;9998.0;1
36500;;;AMETHYSTS;SEASHELLS;9996.0;1
36700;;;AMETHYSTS;SEASHELLS;10002.0;1
36700;;;STARFRUIT;SEASHELLS;5035.0;1
36800;;;STARFRUIT;SEASHELLS;5040.0;3
36800;;;AMETHYSTS;SEASHELLS;10002.0;1
37100;;;STARFRUIT;SEASHELLS;5041.0;1
37200;;;AMETHYSTS;SEASHELLS;9998.0;1
37300;;;AMETHYSTS;SEASHELLS;10002.0;7
37300;;;AMETHYSTS;SEASHELLS;10002.0;5
37400;;;STARFRUIT;SEASHELLS;5038.0;1
37700;;;STARFRUIT;SEASHELLS;5042.0;1
37900;;;STARFRUIT;SEASHELLS;5043.0;1
38100;;;STARFRUIT;SEASHELLS;5038.0;1
38200;;;AMETHYSTS;SEASHELLS;9998.0;5
38200;;;AMETHYSTS;SEASHELLS;9998.0;2
38400;;;STARFRUIT;SEASHELLS;5039.0;1
38500;;;AMETHYSTS;SEASHELLS;10002.0;1
38500;;;STARFRUIT;SEASHELLS;5044.0;1
38600;;;AMETHYSTS;SEASHELLS;10002.0;5
38800;;;STARFRUIT;SEASHELLS;5042.0;4
38900;;;AMETHYSTS;SEASHELLS;10002.0;4
39400;;;STARFRUIT;SEASHELLS;5044.0;1
39400;;;AMETHYSTS;SEASHELLS;10004.0;1
39600;;;STARFRUIT;SEASHELLS;5038.0;9
39600;;;AMETHYSTS;SEASHELLS;10005.0;2
39700;;;STARFRUIT;SEASHELLS;5045.0;1
39700;;;AMETHYSTS;SEASHELLS;9995.0;2
39700;;;AMETHYSTS;SEASHELLS;10005.0;1
39700;;;AMETHYSTS;SEASHELLS;10005.0;8
40100;;;AMETHYSTS;SEASHELLS;10002.0;1
40300;;;STARFRUIT;SEASHELLS;5039.0;4
40300;;;AMETHYSTS;SEASHELLS;9996.0;1
40300;;;AMETHYSTS;SEASHELLS;9996.0;5
40800;;;STARFRUIT;SEASHELLS;5045.0;9
41200;;;STARFRUIT;SEASHELLS;5043.0;3
41400;;;STARFRUIT;SEASHELLS;5039.0;1
41500;;;AMETHYSTS;SEASHELLS;9998.0;1
41500;;;STARFRUIT;SEASHELLS;5040.0;2
41900;;;STARFRUIT;SEASHELLS;5039.0;2
42200;;;AMETHYSTS;SEASHELLS;9995.0;2
42200;;;STARFRUIT;SEASHELLS;5039.0;2
42300;;;STARFRUIT;SEASHELLS;5044.0;6
42300;;;AMETHYSTS;SEASHELLS;10005.0;1
42300;;;STARFRUIT;SEASHELLS;5046.0;1
42300;;;STARFRUIT;SEASHELLS;5044.0;1
42300;;;STARFRUIT;SEASHELLS;5044.0;1
42500;;;STARFRUIT;SEASHELLS;5038.0;1
42700;;;STARFRUIT;SEASHELLS;5038.0;1
43200;;;AMETHYSTS;SEASHELLS;10002.0;1
43200;;;STARFRUIT;SEASHELLS;5041.0;2
43400;;;STARFRUIT;SEASHELLS;5037.0;1
43800;;;AMETHYSTS;SEASHELLS;9998.0;1
44000;;;AMETHYSTS;SEASHELLS;10002.0;4
44100;;;AMETHYSTS;SEASHELLS;9996.0;2
44100;;;STARFRUIT;SEASHELLS;5036.0;1
44100;;;STARFRUIT;SEASHELLS;5036.0;2
44200;;;AMETHYSTS;SEASHELLS;9998.0;2
44500;;;AMETHYSTS;SEASHELLS;9996.0;1
44500;;;STARFRUIT;SEASHELLS;5036.0;1
44700;;;AMETHYSTS;SEASHELLS;9996.0;1
44700;;;STARFRUIT;SEASHELLS;5038.0;1
44900;;;STARFRUIT;SEASHELLS;5041.0;9
45100;;;STARFRUIT;SEASHELLS;5037.0;5
45100;;;STARFRUIT;SEASHELLS;5037.0;2
45100;;;AMETHYSTS;SEASHELLS;9998.0;1
45300;;;STARFRUIT;SEASHELLS;5037.0;1
45300;;;AMETHYSTS;SEASHELLS;9998.0;1
45300;;;STARFRUIT;SEASHELLS;5044.0;15
45600;;;STARFRUIT;SEASHELLS;5042.0;1
46000;;;AMETHYSTS;SEASHELLS;9996.0;1
46000;;;AMETHYSTS;SEASHELLS;9996.0;2
46000;;;AMETHYSTS;SEASHELLS;9998.0;5
46100;;;STARFRUIT;SEASHELLS;5038.0;1
46200;;;STARFRUIT;SEASHELLS;5043.0;8
46200;;;STARFRUIT;SEASHELLS;5042.0;2
46300;;;STARFRUIT;SEASHELLS;5044.0;1
46400;;;STARFRUIT;SEASHELLS;5043.0;10
46500;;;STARFRUIT;SEASHELLS;5038.0;1
46800;;;STARFRUIT;SEASHELLS;5040.0;5
46800;;;AMETHYSTS;SEASHELLS;9998.0;1
46900;;;STARFRUIT;SEASHELLS;5044.0;1
47000;;;AMETHYSTS;SEASHELLS;9995.0;2
47000;;;STARFRUIT;SEASHELLS;5039.0;2
47100;;;STARFRUIT;SEASHELLS;5039.0;1
47200;;;STARFRUIT;SEASHELLS;5044.0;1
47200;;;STARFRUIT;SEASHELLS;5043.0;4
47600;;;AMETHYSTS;SEASHELLS;9995.0;2
47600;;;STARFRUIT;SEASHELLS;5037.0;2
47700;;;AMETHYSTS;SEASHELLS;9998.0;1
48300;;;STARFRUIT;SEASHELLS;5043.0;1
48400;;;STARFRUIT;SEASHELLS;5044.0;5
48700;;;AMETHYSTS;SEASHELLS;10002.0;2
48900;;;STARFRUIT;SEASHELLS;5036.0;1
49100;;;AMETHYSTS;SEASHELLS;9998.0;2
49100;;;STARFRUIT;SEASHELLS;5035.0;2
49300;;;STARFRUIT;SEASHELLS;5040.0;1
49700;;;AMETHYSTS;SEASHELLS;10002.0;1
49800;;;AMETHYSTS;SEASHELLS;9998.0;1
49900;;;AMETHYSTS;SEASHELLS;10002.0;1
50100;;;AMETHYSTS;SEASHELLS;10004.0;2
50100;;;STARFRUIT;SEASHELLS;5043.0;6
50100;;;STARFRUIT;SEASHELLS;5043.0;2
50100;;;STARFRUIT;SEASHELLS;5042.0;10
50100;;;STARFRUIT;SEASHELLS;5044.0;2
50300;;;AMETHYSTS;SEASHELLS;10002.0;1
50400;;;AMETHYSTS;SEASHELLS;10002.0;4
50600;;;STARFRUIT;SEASHELLS;5041.0;1
50800;;;AMETHYSTS;SEASHELLS;9998.0;1
51300;;;STARFRUIT;SEASHELLS;5038.0;2
51300;;;STARFRUIT;SEASHELLS;5038.0;7
51600;;;STARFRUIT;SEASHELLS;5038.0;2
52000;;;STARFRUIT;SEASHELLS;5038.0;3
52000;;;STARFRUIT;SEASHELLS;5038.0;7
52300;;;STARFRUIT;SEASHELLS;5042.0;5
52300;;;STARFRUIT;SEASHELLS;5043.0;1
52600;;;STARFRUIT;SEASHELLS;5037.0;15
52700;;;AMETHYSTS;SEASHELLS;9998.0;1
52700;;;AMETHYSTS;SEASHELLS;9995.0;2
52700;;;STARFRUIT;SEASHELLS;5037.0;2
53200;;;STARFRUIT;SEASHELLS;5043.0;12
53400;;;STARFRUIT;SEASHELLS;5037.0;1
53500;;;STARFRUIT;SEASHELLS;5037.0;8
53600;;;STARFRUIT;SEASHELLS;5038.0;1
53600;;;AMETHYSTS;SEASHELLS;9998.0;2
53900;;;STARFRUIT;SEASHELLS;5043.0;1
53900;;;STARFRUIT;SEASHELLS;5037.0;5
54400;;;STARFRUIT;SEASHELLS;5038.0;1
54500;;;STARFRUIT;SEASHELLS;5038.0;1
54700;;;AMETHYSTS;SEASHELLS;9998.0;1
55000;;;STARFRUIT;SEASHELLS;5039.0;4
55000;;;AMETHYSTS;SEASHELLS;9998.0;1
55000;;;STARFRUIT;SEASHELLS;5039.0;1
56600;;;AMETHYSTS;SEASHELLS;10004.0;1
56700;;;STARFRUIT;SEASHELLS;5038.0;1
56800;;;STARFRUIT;SEASHELLS;5038.0;1
57000;;;STARFRUIT;SEASHELLS;5037.0;2
57000;;;STARFRUIT;SEASHELLS;5037.0;13
57000;;;AMETHYSTS;SEASHELLS;9995.0;2
57300;;;AMETHYSTS;SEASHELLS;10002.0;1
57400;;;STARFRUIT;SEASHELLS;5038.0;1
58000;;;STARFRUIT;SEASHELLS;5041.0;1
58100;;;STARFRUIT;SEASHELLS;5037.0;1
58400;;;STARFRUIT;SEASHELLS;5040.0;4
58800;;;AMETHYSTS;SEASHELLS;9998.0;1
58900;;;AMETHYSTS;SEASHELLS;9998.0;1
59000;;;AMETHYSTS;SEASHELLS;9998.0;9
59100;;;AMETHYSTS;SEASHELLS;9998.0;2
59300;;;AMETHYSTS;SEASHELLS;9998.0;1
59300;;;AMETHYSTS;SEASHELLS;9998.0;2
59400;;;AMETHYSTS;SEASHELLS;10002.0;3
59800;;;STARFRUIT;SEASHELLS;5040.0;5
59900;;;AMETHYSTS;SEASHELLS;10002.0;1
59900;;;STARFRUIT;SEASHELLS;5044.0;2
59900;;;AMETHYSTS;SEASHELLS;10004.0;2
60100;;;AMETHYSTS;SEASHELLS;9998.0;1
60100;;;STARFRUIT;SEASHELLS;5038.0;9
60200;;;AMETHYSTS;SEASHELLS;9998.0;1
60400;;;AMETHYSTS;SEASHELLS;9998.0;2
60500;;;STARFRUIT;SEASHELLS;5037.0;15
60500;;;AMETHYSTS;SEASHELLS;9996.0;1
60500;;;STARFRUIT;SEASHELLS;5037.0;1
61000;;;STARFRUIT;SEASHELLS;5038.0;1
61000;;;AMETHYSTS;SEASHELLS;10004.0;1
61100;;;STARFRUIT;SEASHELLS;5044.0;9
61500;;;AMETHYSTS;SEASHELLS;10002.0;6
62200;;;STARFRUIT;SEASHELLS;5038.0;1
62800;;;AMETHYSTS;SEASHELLS;9996.0;7
62800;;;AMETHYSTS;SEASHELLS;9996.0;1
62900;;;AMETHYSTS;SEASHELLS;10004.0;1
62900;;;STARFRUIT;SEASHELLS;5042.0;1
63500;;;AMETHYSTS;SEASHELLS;9998.0;1
63700;;;STARFRUIT;SEASHELLS;5037.0;1
63700;;;AMETHYSTS;SEASHELLS;9998.0;1
63800;;;STARFRUIT;SEASHELLS;5036.0;1
63900;;;STARFRUIT;SEASHELLS;5036.0;1
64600;;;STARFRUIT;SEASHELLS;5036.0;1
64900;;;STARFRUIT;SEASHELLS;5036.0;1
65100;;;STARFRUIT;SEASHELLS;5040.0;1
65100;;;AMETHYSTS;SEASHELLS;10004.0;1
65300;;;STARFRUIT;SEASHELLS;5041.0;1
65300;;;STARFRUIT;SEASHELLS;5040.0;5
65300;;;AMETHYSTS;SEASHELLS;10002.0;1
65400;;;AMETHYSTS;SEASHELLS;9998.0;1
66000;;;AMETHYSTS;SEASHELLS;9996.0;1
66000;;;STARFRUIT;SEASHELLS;5037.0;2
66100;;;STARFRUIT;SEASHELLS;5044.0;8
66100;;;AMETHYSTS;SEASHELLS;9995.0;6
66500;;;STARFRUIT;SEASHELLS;5037.0;1
66600;;;STARFRUIT;SEASHELLS;5038.0;1
66600;;;STARFRUIT;SEASHELLS;5038.0;9
67000;;;AMETHYSTS;SEASHELLS;10002.0;4
67100;;;AMETHYSTS;SEASHELLS;9996.0;1
67700;;;STARFRUIT;SEASHELLS;5044.0;11
67700;;;AMETHYSTS;SEASHELLS;10002.0;1
67900;;;STARFRUIT;SEASHELLS;5041.0;9
67900;;;STARFRUIT;SEASHELLS;5043.0;15
69200;;;STARFRUIT;SEASHELLS;5036.0;7
69400;;;AMETHYSTS;SEASHELLS;10002.0;4
69500;;;AMETHYSTS;SEASHELLS;10002.0;1
69500;;;AMETHYSTS;SEASHELLS;10002.0;1
69600;;;AMETHYSTS;SEASHELLS;10002.0;1
69600;;;STARFRUIT;SEASHELLS;5033.0;8
69600;;;STARFRUIT;SEASHELLS;5040.0;1
69800;;;STARFRUIT;SEASHELLS;5034.0;1
69900;;;STARFRUIT;SEASHELLS;5041.0;15
70200;;;STARFRUIT;SEASHELLS;5036.0;3
70400;;;AMETHYSTS;SEASHELLS;10002.0;5
70600;;;AMETHYSTS;SEASHELLS;9996.0;2
70700;;;AMETHYSTS;SEASHELLS;10002.0;2
70700;;;STARFRUIT;SEASHELLS;5040.0;2
70800;;;STARFRUIT;SEASHELLS;5033.0;1
70900;;;AMETHYSTS;SEASHELLS;10005.0;1
70900;;;STARFRUIT;SEASHELLS;5040.0;1
70900;;;AMETHYSTS;SEASHELLS;10005.0;12
71000;;;STARFRUIT;SEASHELLS;5039.0;1
71400;;;STARFRUIT;SEASHELLS;5036.0;1
71400;;;STARFRUIT;SEASHELLS;5040.0;6
72400;;;STARFRUIT;SEASHELLS;5036.0;9
72500;;;AMETHYSTS;SEASHELLS;10004.0;1
72500;;;STARFRUIT;SEASHELLS;5043.0;1
73200;;;STARFRUIT;SEASHELLS;5038.0;1
73200;;;STARFRUIT;SEASHELLS;5038.0;5
73400;;;AMETHYSTS;SEASHELLS;9998.0;1
73700;;;STARFRUIT;SEASHELLS;5043.0;1
74300;;;STARFRUIT;SEASHELLS;5044.0;1
74400;;;STARFRUIT;SEASHELLS;5043.0;1
74400;;;STARFRUIT;SEASHELLS;5043.0;2
74600;;;STARFRUIT;SEASHELLS;5039.0;1
74600;;;AMETHYSTS;SEASHELLS;10004.0;2
74800;;;AMETHYSTS;SEASHELLS;9998.0;2
74900;;;AMETHYSTS;SEASHELLS;9998.0;1
75300;;;STARFRUIT;SEASHELLS;5040.0;1
75600;;;STARFRUIT;SEASHELLS;5046.0;13
75800;;;STARFRUIT;SEASHELLS;5046.0;1
75800;;;AMETHYSTS;SEASHELLS;10004.0;1
76300;;;STARFRUIT;SEASHELLS;5037.0;1
76400;;;STARFRUIT;SEASHELLS;5038.0;3
76800;;;STARFRUIT;SEASHELLS;5039.0;1
76900;;;STARFRUIT;SEASHELLS;5041.0;4
77100;;;STARFRUIT;SEASHELLS;5041.0;1
77400;;;STARFRUIT;SEASHELLS;5042.0;4
77700;;;AMETHYSTS;SEASHELLS;9998.0;1
78000;;;STARFRUIT;SEASHELLS;5043.0;1
78100;;;AMETHYSTS;SEASHELLS;10002.0;1
78400;;;AMETHYSTS;SEASHELLS;10004.0;5
78400;;;AMETHYSTS;SEASHELLS;10004.0;2
78600;;;AMETHYSTS;SEASHELLS;9996.0;2
78700;;;STARFRUIT;SEASHELLS;5049.0;10
78800;;;STARFRUIT;SEASHELLS;5047.0;1
79100;;;STARFRUIT;SEASHELLS;5047.0;3
79100;;;STARFRUIT;SEASHELLS;5047.0;1
79300;;;AMETHYSTS;SEASHELLS;9996.0;1
79300;;;STARFRUIT;SEASHELLS;5043.0;1
79500;;;AMETHYSTS;SEASHELLS;10004.0;1
79500;;;STARFRUIT;SEASHELLS;5049.0;1
79800;;;STARFRUIT;SEASHELLS;5050.0;1
79900;;;STARFRUIT;SEASHELLS;5045.0;2
79900;;;AMETHYSTS;SEASHELLS;9998.0;2
80300;;;AMETHYSTS;SEASHELLS;9998.0;3
80400;;;STARFRUIT;SEASHELLS;5047.0;1
80400;;;STARFRUIT;SEASHELLS;5047.0;2
80400;;;AMETHYSTS;SEASHELLS;9998.0;1
80600;;;AMETHYSTS;SEASHELLS;9998.0;1
80700;;;AMETHYSTS;SEASHELLS;9998.0;1
81500;;;STARFRUIT;SEASHELLS;5044.0;1
81500;;;AMETHYSTS;SEASHELLS;10002.0;1
81700;;;STARFRUIT;SEASHELLS;5044.0;1
81800;;;STARFRUIT;SEASHELLS;5049.0;1
81900;;;STARFRUIT;SEASHELLS;5046.0;4
82000;;;STARFRUIT;SEASHELLS;5045.0;1
82100;;;STARFRUIT;SEASHELLS;5045.0;14
82200;;;AMETHYSTS;SEASHELLS;9998.0;4
82500;;;STARFRUIT;SEASHELLS;5050.0;1
